issue
ATP position 14: using generic fallback rating for Max BASING
WTA position 38: using generic fallback rating for Aoi ITO
WTA position 59: using generic fallback rating for Claire LIU
WTA position 91: using generic fallback rating for Serena WILLIAMS
WTA position 103: using generic fallback rating for Kayla DAY
WTA position 114: using generic fallback rating for Eva LYS
